Trace,Signal Power (dBHz),Noise Floor (dBHz),SNR (dB),Edge Frequency Avg (MHz),Label
Trace_001.csv,-96.28599834839524,-112.88464384901005,16.598645500614793,467.58880664062497,0
Trace_002.csv,-97.54318656414485,-113.6055340376748,16.06234747352994,467.58880664062497,0
Trace_003.csv,-96.89078002712648,-112.74750071227294,15.85672068514647,467.58880664062497,0
Trace_004.csv,-97.26497400856503,-112.67146857863072,15.406494570065677,467.58880664062497,0
Trace_005.csv,-97.69795332224236,-113.3997945632388,15.701841240996444,467.58880664062497,0
Trace_006.csv,-97.56405815712152,-113.44656226199592,15.8825041048744,467.58880664062497,0
Trace_007.csv,-97.4598308010592,-113.26628429903684,15.806453497977644,467.58880664062497,0
Trace_008.csv,-97.73654669107329,-113.3164643751627,15.579917684089423,467.58880664062497,0
Trace_009.csv,-97.19370137280988,-112.91117135817429,15.717469985364389,467.58880664062497,0
Trace_010.csv,-97.44686653928594,-113.16484725206485,15.71798071277891,467.58880664062497,0
Trace_011.csv,-97.7292618755764,-113.41868635659496,15.689424481018548,467.58880664062497,0
Trace_012.csv,-97.41827230754966,-113.32813020252524,15.909857894975572,467.58880664062497,0
Trace_013.csv,-97.080379510566,-112.80765308635355,15.727273575787564,467.58880664062497,0
Trace_014.csv,-97.62062769370476,-113.31918805627627,15.69856036257154,467.58880664062497,0
Trace_015.csv,-97.44163474222287,-113.32755136767554,15.885916625452666,467.58880664062497,0
Trace_016.csv,-97.70965445338662,-113.45738531807838,15.74773086469176,467.58880664062497,0
Trace_017.csv,-98.03463354108668,-113.90849641653163,15.873862875444956,467.58880664062497,0
Trace_018.csv,-97.60830762083104,-113.33309306909749,15.72478544826646,467.58880664062497,0
Trace_019.csv,-97.53969855837778,-113.08802566819338,15.548327109815602,467.58880664062497,0
Trace_020.csv,-97.79558738120376,-113.44068517681936,15.645097795615612,467.58880664062497,0
Trace_021.csv,-97.90191978434112,-113.31372856163308,15.411808777291952,467.58880664062497,0
Trace_022.csv,-97.7356699710879,-113.42862681566284,15.692956844574937,467.58880664062497,0
Trace_023.csv,-97.8789933711928,-113.63910113653226,15.760107765339455,467.58880664062497,0
Trace_024.csv,-97.89030940832568,-113.63138298351512,15.741073575189432,467.58880664062497,0
Trace_025.csv,-97.4304126107896,-113.16533525347089,15.73492264268127,467.58880664062497,0
Trace_026.csv,-97.4232862985982,-113.39174758297648,15.968461284378265,467.58880664062497,0
Trace_027.csv,-96.98323938346616,-112.75700374483114,15.773764361364968,467.58880664062497,0
Trace_028.csv,-97.3875779194846,-113.21895060793096,15.831372688446336,467.58880664062497,0
Trace_029.csv,-97.78787116160926,-113.5307648101846,15.742893648575349,467.58880664062497,0
Trace_030.csv,-97.57583478646464,-113.36012600936787,15.784291222903237,467.58880664062497,0
Trace_031.csv,-97.69019446112344,-113.59305569062194,15.902861229498484,467.58880664062497,0
Trace_032.csv,-97.9778934991024,-113.45630146329896,15.478407964196563,467.58880664062497,0
Trace_033.csv,-97.57596726455807,-113.18103130197092,15.605064037412845,467.58880664062497,0
Trace_034.csv,-97.53630136719585,-113.47016029684887,15.933858929653042,467.58880664062497,0
Trace_035.csv,-97.64107661976692,-113.29020138428906,15.649124764522128,467.58880664062497,0
Trace_036.csv,-97.57107889518988,-113.4906362483136,15.919557353123722,467.58880664062497,0
Trace_037.csv,-97.6803060844722,-113.45696024652234,15.77665416205015,467.58880664062497,0
Trace_038.csv,-98.0881110776272,-113.94480936482636,15.856698287199166,467.58880664062497,0
Trace_039.csv,-97.49066186418048,-113.01724376907752,15.526581904897055,467.58880664062497,0
Trace_040.csv,-97.84423377223553,-113.50026929930615,15.656035527070642,467.58880664062497,0
Trace_041.csv,-97.2704468995126,-113.06150317944198,15.791056279929393,467.58880664062497,0
Trace_042.csv,-97.82712900811444,-113.3058091856336,15.478680177519166,467.58880664062497,0
Trace_043.csv,-97.56679918044468,-113.3587789964542,15.79197981600953,467.58880664062497,0
Trace_044.csv,-97.7103252154815,-113.40146588581108,15.691140670329574,467.58880664062497,0
Trace_045.csv,-97.8362624126175,-113.8522143035161,16.015951890898606,467.58880664062497,0
Trace_046.csv,-97.4039983107476,-112.97574703189848,15.571748721150882,467.58880664062497,0
Trace_047.csv,-97.77106380424536,-113.4304473740556,15.659383569810233,467.58880664062497,0
Trace_048.csv,-97.7860031591248,-113.50960833454408,15.723605175419294,467.58880664062497,0
Trace_049.csv,-97.58865053195788,-113.09230681549592,15.503656283538035,467.58880664062497,0
Trace_050.csv,-97.50644151853646,-113.1318025370802,15.625361018543742,467.58880664062497,0
Trace_051.csv,-97.59801309832676,-113.50338702304154,15.905373924714766,467.58880664062497,0
Trace_052.csv,-97.36408294812902,-113.2638987215635,15.899815773434485,467.58880664062497,0
Trace_053.csv,-97.47536935300788,-113.17783899370382,15.702469640695938,467.58880664062497,0
Trace_054.csv,-97.8518107468552,-113.53488783800644,15.683077091151262,467.58880664062497,0
Trace_055.csv,-97.89164171346808,-113.77370552157424,15.882063808106151,467.58880664062497,0
Trace_056.csv,-97.76517062048174,-113.71266874019402,15.94749811971228,467.58880664062497,0
Trace_057.csv,-97.479562584268,-113.514528715555,16.034966131287007,467.58880664062497,0
Trace_058.csv,-97.5214046724166,-113.46020758614404,15.938802913727429,467.58880664062497,0
Trace_059.csv,-97.54312100239466,-113.34687891259529,15.803757910200616,467.58880664062497,0
